hs_code,HS_NAME,FIPS,LOCALE,HS_STATE,CBSA,NMCBSA,CSA,NMCSA,sem_5,sem_6,sem_8,sem_9,sem_11,sem_12,sem_14,sem_15,sem_17,sem_18,sem_20,sem_21,sem_23,sem_24,sem_26,sem_27,sem_29,sem_30,sem_32,sem_33
N241355,LE CENTER HIGH SCHOOL,F27079,32,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
N241370,LESUEUR-HENDERSON HIGH SCHOOL,F27079,42,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N241375,LEWISTON-ALTURA HIGH SCHOOL,F27169,42,MN,49100,"Winona, MN",462,"Rochester-Austin-Winona, MN",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
N241380,CHISAGO LAKES HIGH SCHOOL,F27025,32,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,1,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0
N241390,LITCHFIELD SENIOR HIGH SCHOOL,F27093,32,MN,N,Non_CBSA,N,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N241410,ORONO HIGH SCHOOL,F27053,41,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",2,0,1,1,1,0,2,0,0,0,3,0,0,0,4,0,0,0,3,0
N241415,LONG PRAIRIE-GREY EAGLE HIGH SCHOOL,F27153,43,MN,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N241430,LYLE HIGH SCHOOL,F27099,42,MN,12380,"Austin, MN",462,"Rochester-Austin-Winona, MN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N241465,MAHTOMEDI HIGH SCHOOL,F27163,41,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",5,0,6,0,0,0,3,0,9,0,3,0,5,0,2,0,4,0,1,0
N241480,LOYOLA CATHOLIC SCHOOL,F27013,13,MN,31860,"Mankato, MN",359,"Mankato-New Ulm, MN",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N241484,MANKATO EAST HIGH SCHOOL,F27013,13,MN,31860,"Mankato, MN",359,"Mankato-New Ulm, MN",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,2,0
N241485,MANKATO WEST HIGH SCHOOL,F27013,13,MN,31860,"Mankato, MN",359,"Mankato-New Ulm, MN",0,0,3,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0
N241489,MAPLE GROVE SENIOR HIGH SCHOOL,F27053,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",7,0,10,0,6,0,1,0,2,0,5,0,8,0,8,0,3,0,6,0
N241490,MAPLE LAKE HIGH SCHOOL,F27171,42,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N241495,MAPLE RIVER HIGH SCHOOL,F27013,42,MN,31860,"Mankato, MN",359,"Mankato-New Ulm, MN",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
N241510,MARSHALL SENIOR HIGH SCHOOL,F27083,33,MN,32140,"Marshall, MN",N,N,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0
N241513,MAYER LUTHERAN HIGH SCHOOL,F27019,42,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
N241545,MEDFORD HIGH SCHOOL,F27147,42,MN,36940,"Owatonna, MN",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
N241585,ACADEMY OF HOLY ANGELS,F27053,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",3,0,0,0,3,0,0,0,3,0,1,0,3,0,7,0,2,0,1,0
N241597,ROBBINSDALE COOPER HIGH SCHOOL,F27053,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N241600,DELASALLE HIGH SCHOOL,F27053,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
N241612,FRIDLEY SENIOR HIGH SCHOOL,F27003,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N241624,INTERDISTRICT DOWNTOWN SCHOOL,F27053,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N241625,MINNEHAHA ACADEMY,F27053,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0
N241627,ROBBINSDALE ARMSTRONG HIGH SCHOOL,F27053,13,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",7,0,2,0,3,0,5,0,1,0,3,0,3,0,5,0,4,0,2,0
N241630,NORTH HIGH SCHOOL,F27053,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N241633,MINNESOTA VIRTUAL HIGH SCHOOL,F27123,NA,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N241635,BLAKE SCHOOL-NORTHRUP CAMPUS,F27053,NA,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
N241645,PATRICK HENRY HIGH SCHOOL,F27053,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N241650,RICHFIELD SENIOR HIGH SCHOOL,F27053,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N241658,SAINT ANTHONY VILLAGE HIGH SCHOOL,F27053,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,0,4,0,0,0
N241675,SOUTH HIGH SCHOOL,F27053,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
N241680,SOUTHWEST HIGH SCHOOL,F27053,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
N241682,SPRING LAKE PARK SENIOR HIGH SCHOOL,F27003,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",2,0,1,0,5,0,4,0,1,0,0,0,3,0,1,0,2,0,2,0
N241685,ROOSEVELT HIGH SCHOOL,F27053,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N241688,TRINITY SCHOOL AT RIVER RIDGE,F27037,41,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
N241695,WASHBURN SENIOR HIGH SCHOOL,F27053,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",2,0,0,0,3,0,0,0,1,0,2,0,1,0,1,0,4,0,1,0
N241715,MONTEVIDEO SENIOR HIGH SCHOOL,F27023,33,MN,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N241725,MONTICELLO HIGH SCHOOL,F27171,31,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,2,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0
N241735,MOORHEAD SENIOR HIGH SCHOOL,F27027,22,MN,22020,"Fargo, ND-MN",244,"Fargo-Wahpeton, ND-MN",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
N241745,MORA HIGH SCHOOL,F27065,43,MN,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
N241755,MORRIS AREA HIGH SCHOOL,F27149,41,MN,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N241775,MOUND WESTONKA HIGH SCHOOL,F27053,41,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",2,0,0,0,2,0,0,0,0,0,3,0,4,0,1,0,2,0,2,0
N241805,MOUNDS VIEW HIGH SCHOOL,F27123,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",4,0,9,0,2,0,2,0,3,0,1,0,0,0,3,0,5,0,5,0
N241815,NEW LONDON SPICER HIGH SCHOOL,F27067,33,MN,48820,"Willmar, MN",N,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N241820,NEW PRAGUE HIGH SCHOOL,F27139,32,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,5,0,3,0,2,0,1,0,0,0,5,0,0,0,2,0,1,0
N241825,NRHEG HIGH SCHOOL,F27161,43,MN,N,Non_CBSA,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N241826,MINNESOTA VALLEY LUTHERAN H S,F27103,41,MN,31860,"Mankato, MN",359,"Mankato-New Ulm, MN",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N241827,CATHEDRAL HIGH SCHOOL,F27015,32,MN,35580,"New Ulm, MN",359,"Mankato-New Ulm, MN",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N241830,NEW ULM SENIOR HIGH SCHOOL,F27015,41,MN,35580,"New Ulm, MN",359,"Mankato-New Ulm, MN",0,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0
N241840,NEW YORK MILLS HIGH SCHOOL,F27111,43,MN,22260,"Fergus Falls, MN",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N241845,NICOLLET HIGH SCHOOL,F27103,42,MN,31860,"Mankato, MN",359,"Mankato-New Ulm, MN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N241855,NORTHFIELD HIGH SCHOOL,F27131,32,MN,22060,"Faribault-Northfield, MN",378,"Minneapolis-St. Paul, MN-WI",4,0,1,0,1,0,3,0,1,0,2,0,1,0,3,0,5,0,3,0
N241865,NORTH HIGH SCHOOL,F27123,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0
N241870,CENTRAL HIGH SCHOOL,F27019,42,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
N241895,BOLD HIGH SCHOOL,F27129,43,MN,N,Non_CBSA,N,N,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
N241930,OSSEO HIGH SCHOOL,F27053,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,3,0
N241935,OWATONNA HIGH SCHOOL,F27147,41,MN,36940,"Owatonna, MN",378,"Minneapolis-St. Paul, MN-WI",1,1,0,0,2,0,0,0,2,0,0,0,3,0,0,0,1,0,2,0
N241945,PARKERS PRAIRIE HIGH SCHOOL,F27111,43,MN,22260,"Fergus Falls, MN",N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N242000,PINE ISLAND HIGH SCHOOL,F27049,42,MN,39860,"Red Wing, MN",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N242010,PIPESTONE HIGH SCHOOL,F27117,43,MN,N,Non_CBSA,N,N,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
N242015,PLAINVIEW JUNIOR SENIOR HIGH SCHOOL,F27157,32,MN,40340,"Rochester, MN",462,"Rochester-Austin-Winona, MN",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N242021,PROVIDENCE ACADEMY UPPER SCHOOL,F27053,13,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N242030,PRINCETON HIGH SCHOOL,F27095,32,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N242035,PRIOR LAKE HIGH SCHOOL,F27139,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",12,0,10,0,12,0,8,0,6,0,7,0,11,0,10,0,7,0,8,0
N242040,PROCTOR SENIOR HIGH SCHOOL,F27137,22,MN,20260,"Duluth, MN-WI",228,"Duluth-Grand Rapids, MN-WI",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N242045,RANDOLPH HIGH SCHOOL,F27037,42,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
N242070,RED WING HIGH SCHOOL,F27049,41,MN,39860,"Red Wing, MN",378,"Minneapolis-St. Paul, MN-WI",0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
N242075,REDWOOD VALLEY HIGH SCHOOL,F27127,33,MN,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N242085,RENVILLE COUNTY WEST HIGH SCHOOL,F27129,43,MN,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N242092,CENTURY HIGH SCHOOL,F27109,12,MN,40340,"Rochester, MN",462,"Rochester-Austin-Winona, MN",6,0,2,0,7,0,4,0,1,0,2,0,2,0,1,0,3,0,5,0
N242100,JOHN MARSHALL HIGH SCHOOL,F27109,12,MN,40340,"Rochester, MN",462,"Rochester-Austin-Winona, MN",1,0,3,0,1,0,3,0,2,0,0,0,0,0,0,0,2,0,2,0
N242102,LOURDES HIGH SCHOOL,F27109,12,MN,40340,"Rochester, MN",462,"Rochester-Austin-Winona, MN",2,0,1,0,2,0,2,0,0,0,2,0,1,0,1,0,1,0,1,0
N242103,MAYO HIGH SCHOOL,F27109,12,MN,40340,"Rochester, MN",462,"Rochester-Austin-Winona, MN",3,0,4,0,1,0,5,0,0,0,1,0,3,0,1,0,4,0,1,0
N242104,SCHAEFFER ACADEMY,F27109,12,MN,40340,"Rochester, MN",462,"Rochester-Austin-Winona, MN",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
N242105,ROCKFORD HIGH SCHOOL,F27053,41,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N242110,ROGERS HIGH SCHOOL,F27053,41,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",2,0,3,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0
N242121,EAGAN HIGH SCHOOL,F27037,13,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",16,0,15,0,7,0,6,0,2,0,8,0,3,0,5,0,6,0,3,0
N242123,EASTVIEW HIGH SCHOOL,F27037,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",5,0,2,0,1,0,4,0,2,0,5,0,4,0,2,0,3,0,3,0
N242125,ROSEMOUNT HIGH SCHOOL,F27037,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",5,0,9,0,9,0,3,0,7,0,3,0,8,0,5,0,9,0,6,0
N242140,ROYALTON HIGH SCHOOL,F27097,42,MN,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N242145,RUSH CITY HIGH SCHOOL,F27025,43,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N242150,RUSHFORD PETERSON SCHOOL,F27045,42,MN,40340,"Rochester, MN",462,"Rochester-Austin-Winona, MN",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N242170,SAINT CHARLES HIGH SCHOOL,F27169,42,MN,49100,"Winona, MN",462,"Rochester-Austin-Winona, MN",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
N242175,ST CLAIR HIGH SCHOOL,F27013,42,MN,31860,"Mankato, MN",359,"Mankato-New Ulm, MN",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N242178,APOLLO HIGH SCHOOL,F27145,13,MN,41060,"St. Cloud, MN",378,"Minneapolis-St. Paul, MN-WI",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N242180,CATHEDRAL HIGH SCHOOL,F27015,32,MN,35580,"New Ulm, MN",359,"Mankato-New Ulm, MN",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
N242185,TECHNICAL HIGH SCHOOL,F27145,41,MN,41060,"St. Cloud, MN",378,"Minneapolis-St. Paul, MN-WI",1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0
N242190,SAINT FRANCIS HIGH SCHOOL,F27003,31,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
N242195,SAINT JAMES HIGH SCHOOL,F27165,43,MN,N,Non_CBSA,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N242202,BENILDE-SAINT MARGARETS HIGH S,F27053,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",3,0,3,0,2,0,3,0,6,0,6,0,3,0,4,0,4,0,2,0
N242205,SAINT LOUIS PARK HIGH SCHOOL,F27053,13,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,0,0,1,0,5,0,1,0,0,0,2,0,1,0,2,0,0,0
N242208,WEST LUTHERAN HIGH SCHOOL,F27053,13,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
N242209,ST MICHAEL-ALBERTVILLE PUBLIC SCHOOL,F27171,41,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,4,0,3,0,3,0,0,0,2,0,10,0,8,0,4,0,3,0
N242215,ROSEVILLE AREA HIGH SCHOOL,F27123,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,1,0,3,0,5,0,0,0,1,0,1,0,0,0,1,0,2,0
N242217,HILL MURRAY SCHOOL,F27123,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",3,0,0,0,2,0,3,0,2,0,0,0,2,0,0,0,1,0,2,0
N242230,CENTRAL HIGH SCHOOL,F27123,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0
N242235,CONCORDIA ACADEMY,F27123,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
N242240,CONVENT OF THE VISITATION SCHOOL,F27037,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
N242245,CRETIN DERHAM HALL,F27123,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",5,0,3,0,0,0,2,0,2,0,2,0,0,0,2,0,1,0,0,0
N242255,HARDING HIGH SCHOOL,F27123,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N242256,HIGHLAND PARK SENIOR HIGH SCHOOL,F27123,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,3,0,2,0,2,0,0,0,2,0,2,0,3,0,1,0
N242263,IRONDALE SENIOR HIGH SCHOOL,F27123,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",3,0,4,0,2,0,3,0,1,0,1,0,1,0,1,0,2,0,1,0
N242269,NOVA CLASSICAL ACADEMY UPPER SCHOOL,F27123,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N242277,MOUNDS PARK ACADEMY,F27123,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N242284,SAINT PAUL CONSERVATORY,F27123,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N242295,ST AGNES SCHOOL,F27123,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N242315,ST PAUL ACADEMY - SUMMIT SCHOOL,F27123,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
N242320,ST THOMAS ACADEMY,F27037,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,3,0,0,0,2,0,1,0,1,0,2,0,2,0,0,0,1,0
N242327,TARTAN SENIOR HIGH SCHOOL,F27163,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",5,0,2,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0
N242339,TWIN CITIES ACADEMY HS,F27123,11,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N242340,PARK HIGH SCHOOL,F27163,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,1,0,2,0,1,0,0,0,0,0,4,0,4,0,4,0,1,0
N242343,WOODBURY HIGH SCHOOL,F27163,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",5,0,7,0,2,0,4,0,5,0,2,0,5,0,2,0,4,0,2,0
N242345,SAINT PETER HIGH SCHOOL,F27103,31,MN,31860,"Mankato, MN",359,"Mankato-New Ulm, MN",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
N242358,SARTELL HIGH SCHOOL,F27145,41,MN,41060,"St. Cloud, MN",378,"Minneapolis-St. Paul, MN-WI",2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N242365,SAUK RAPIDS-RICE HIGH,F27009,41,MN,41060,"St. Cloud, MN",378,"Minneapolis-St. Paul, MN-WI",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N242367,BURNSVILLE SENIOR HIGH SCHOOL,F27037,13,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",5,0,1,0,4,0,2,0,3,0,0,0,0,0,4,0,1,0,1,0
N242375,SHAKOPEE SENIOR HIGH SCHOOL,F27139,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",1,0,2,0,2,0,4,0,2,0,4,0,6,0,2,0,6,0,1,0
N242381,MOUNDS VIEW AREA LEARNING CENTER,F27123,21,MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",378,"Minneapolis-St. Paul, MN-WI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N242390,MURRAY COUNTY CENTRAL HIGH SCHOOL,F27101,43,MN,N,Non_CBSA,N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N242395,SLEEPY EYE HIGH SCHOOL,F27015,43,MN,35580,"New Ulm, MN",359,"Mankato-New Ulm, MN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
