hs_code,HS_NAME,FIPS,LOCALE,HS_STATE,CBSA,NMCBSA,CSA,NMCSA,sem_5,sem_6,sem_8,sem_9,sem_11,sem_12,sem_14,sem_15,sem_17,sem_18,sem_20,sem_21,sem_23,sem_24,sem_26,sem_27,sem_29,sem_30,sem_32,sem_33
N053053,DON BOSCO TECHNICAL INSTITUTE,F06037,NA,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N053075,ABRAHAM LINCOLN HIGH SCHOOL,F06085,11,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N053080,BELLARMINE COLLEGE PREPARATORY SCHOOL,F06085,NA,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N053082,BRANHAM HIGH SCHOOL,F06085,11,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N053091,LELAND HIGH SCHOOL,F06085,11,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N053100,SILVER CREEK HIGH SCHOOL,F06085,11,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N053106,SANTA TERESA HIGH SCHOOL,F06085,11,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N053149,TESORO HIGH,F06059,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
N053169,EVERGREEN VALLEY HIGH SCHOOL,F06085,11,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N053234,FOOTHILL HIGH SCHOOL,F06059,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
N053336,SAUGUS HIGH SCHOOL,F06037,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N053338,VALLEY CHRISTIAN HIGH SCHOOL,F06085,11,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
N053343,SARATOGA HIGH SCHOOL,F06085,21,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N053373,PONDEROSA HIGH SCHOOL,F06017,21,CA,40900,"Sacramento-Roseville-Folsom, CA",472,"Sacramento-Roseville, CA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N053381,WEST HILLS HIGH SCHOOL,F06073,21,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N053383,GRACE BRETHREN JR SR HIGH SCHOOL,F06111,22,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",348,"Los Angeles-Long Beach, CA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N053386,MARIA CARRILLO HIGH SCHOOL,F06097,12,CA,42220,"Santa Rosa-Petaluma, CA",N,N,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N053435,ST MARY'S HIGH SCHOOL,F06077,NA,CA,44700,"Stockton-Lodi, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N053466,MONTA VISTA HIGH SCHOOL,F06085,13,CA,41940,"San Jose-Sunnyvale-Santa Clara, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N053499,TEMECULA VALLEY HIGH SCHOOL,F06065,12,CA,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N053502,THOUSAND OAKS HIGH SCHOOL,F06111,12,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
N053503,WESTLAKE HIGH SCHOOL,F06111,12,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N053522,SOUTH HIGH SCHOOL,F06037,12,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
N053598,SCOTTS VALLEY HIGH SCHOOL,F06087,22,CA,42100,"Santa Cruz-Watsonville, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N053630,RANCHO SAN JUAN HIGH SCHOOL,F06053,NA,CA,41500,"Salinas, CA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N053647,BUENA HIGH SCHOOL,F06111,12,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N053648,EL CAMINO HIGH SCHOOL,F06111,NA,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N053650,ST BONAVENTURE HIGH SCHOOL,F06111,NA,CA,37100,"Oxnard-Thousand Oaks-Ventura, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N053705,MONTE VISTA CHRISTIAN SCHOOL,F06087,NA,CA,42100,"Santa Cruz-Watsonville, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N053843,BENJAMIN HOLT COLLEGE PREP ACA,F06077,NA,CA,44700,"Stockton-Lodi, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N053861,PIONEER HIGH,F06113,23,CA,40900,"Sacramento-Roseville-Folsom, CA",472,"Sacramento-Roseville, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N053864,WEST RANCH HIGH,F06037,21,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
N053868,MISSION HILLS HIGH,F06073,21,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N053880,GREAT OAK HIGH,F06065,12,CA,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
N053953,PLEASANT GROVE HIGH,F06067,21,CA,40900,"Sacramento-Roseville-Folsom, CA",472,"Sacramento-Roseville, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N054072,OLYMPIAN HIGH SCHOOL,F06073,NA,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N054248,MISSION OAK HIGH,F06107,23,CA,47300,"Visalia, CA",N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N054284,TRINITY CLASSICAL ACADEMY,F06037,NA,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N054303,OAKLAND CHARTER HIGH SCHOOL AMPS,F06001,NA,CA,41860,"San Francisco-Oakland-Fremont, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N054310,CASTAIC HIGH SCHOOL,F06037,NA,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N054331,CITRUS VALLEY HIGH,F06071,13,CA,40140,"Riverside-San Bernardino-Ontario, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N054643,CALIFORNIA CONNECTIONS ACADEMY @ RIPON,F06077,31,CA,44700,"Stockton-Lodi, CA",488,"San Jose-San Francisco-Oakland, CA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N054709,SAGE CREEK HIGH,F06073,12,CA,41740,"San Diego-Chula Vista-Carlsbad, CA",N,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N054728,VALOR ACADEMY HIGH SCHOOL,F06037,NA,CA,31080,"Los Angeles-Long Beach-Anaheim, CA",348,"Los Angeles-Long Beach, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N060006,PIKES PEAK EARLY COLLEGE,F08041,NA,CO,17820,"Colorado Springs, CO",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N060051,RALSTON VALLEY SENIOR HIGH SCHOOL,F08059,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N060058,POMONA HIGH SCHOOL,F08059,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N060077,RANGEVIEW HIGH SCHOOL,F08005,11,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N060081,GRANDVIEW HIGH SCHOOL,F08005,11,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
N060082,REGIS JESUIT HIGH SCHOOL,F08005,11,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N060086,CHEROKEE TRAIL HIGH SCHOOL,F08005,11,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N060095,BERTHOUD HIGH SCHOOL,F08069,21,CO,22660,"Fort Collins-Loveland, CO",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N060130,MONARCH HIGH SCHOOL,F08013,41,CO,14500,"Boulder, CO",216,"Denver-Aurora-Greeley, CO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N060135,SUMMIT HIGH SCHOOL,F08117,41,CO,14720,"Breckenridge, CO",N,N,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N060163,LEGACY HIGH SCHOOL,F08014,13,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N060193,CASTLE VIEW HIGH SCHOOL,F08035,23,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
N060207,PEAK VIRTUAL ACADEMY,F08085,NA,CO,33940,"Montrose, CO",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N060225,DOUGLAS COUNTY HIGH SCHOOL,F08035,23,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N060247,COLORADO EARLY COLLEGE COLORADO SPRINGS,F08041,NA,CO,17820,"Colorado Springs, CO",N,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N060259,MESA RIDGE HIGH SCHOOL,F08041,21,CO,17820,"Colorado Springs, CO",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N060266,AIR ACADEMY HIGH SCHOOL,F08041,41,CO,17820,"Colorado Springs, CO",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N060268,CHEYENNE MOUNTAIN HIGH SCHOOL,F08041,11,CO,17820,"Colorado Springs, CO",N,N,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
N060273,CORONADO HIGH SCHOOL,F08041,11,CO,17820,"Colorado Springs, CO",N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N060288,WILLIAM J PALMER HIGH SCHOOL,F08041,11,CO,17820,"Colorado Springs, CO",N,N,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N060294,RAMPART HIGH SCHOOL,F08041,11,CO,17820,"Colorado Springs, CO",N,N,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N060316,PINE CREEK HIGH SCHOOL,F08041,11,CO,17820,"Colorado Springs, CO",N,N,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N060415,HOLY FAMILY HIGH SCHOOL,F08014,NA,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
N060417,LUTHERAN HIGH SCHOOL,F08035,NA,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
N060435,REGIS JESUIT HIGH SCHOOL,F08005,11,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
N060510,ELIZABETH HIGH SCHOOL,F08039,42,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N060515,CHERRY CREEK HIGH SHOOL,F08005,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
N060530,KENT DENVER SCHOOL,F08005,NA,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N060535,SAINT MARYS ACADEMY HIGH SCH,F08005,NA,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N060560,EVERGREEN SENIOR HIGH SCHOOL,F08059,31,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N060565,SOUTH PARK SENIOR HIGH SCHOOL,F08093,43,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N060585,HERITAGE CHRISTIAN ACADEMY,F08069,NA,CO,22660,"Fort Collins-Loveland, CO",N,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N060587,POUDRE HIGH SCHOOL,F08069,12,CO,22660,"Fort Collins-Loveland, CO",N,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N060588,ROCKY MOUNTAIN HIGH SCHOOL,F08069,12,CO,22660,"Fort Collins-Loveland, CO",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N060600,MULLEN HIGH SCHOOL,F08031,NA,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N060606,FOSSIL RIDGE HIGH SCHOOL,F08069,12,CO,22660,"Fort Collins-Loveland, CO",N,N,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N060607,LIBERTY COMMON CHARTER SCHOOL,F08069,12,CO,22660,"Fort Collins-Loveland, CO",N,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N060612,COLORADO EARLY COLLEGE FORT COLLINS,F08069,12,CO,22660,"Fort Collins-Loveland, CO",N,N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N060630,FRUITA MONUMENT HIGH SCHOOL,F08077,22,CO,24300,"Grand Junction, CO",N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N060671,D'EVELYN JR/SR HIGH SCHOOL,F08059,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N060711,NORTHRIDGE HIGH SCHOOL,F08123,12,CO,24540,"Greeley, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N060717,FRONTIER ACADEMY,F08123,NA,CO,24540,"Greeley, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N060741,STEM SCHOOL,F08035,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
N060742,HIGHLANDS RANCH HIGH SCHOOL,F08035,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N060746,THUNDERRIDGE HIGH SCHOOL,F08035,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
N060747,MOUNTAIN VISTA HIGH SCHOOL,F08035,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
N060749,VALOR CHRISTIAN HIGH SCHOOL,F08035,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
N060815,ROOSEVELT HIGH SCHOOL,F08123,41,CO,24540,"Greeley, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
N060865,CENTAURUS HIGH SCHOOL,F08013,23,CO,14500,"Boulder, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
N060883,GREEN MOUNTAIN HIGH SCHOOL,F08059,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N060885,LAKEWOOD HIGH SCHOOL,F08059,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
N060923,DAKOTA RIDGE HIGH SCHOOL,F08059,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
N060926,CHATFIELD SENIOR HIGH SCHOOL,F08059,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N060929,HERITAGE HIGH SCHOOL,F08005,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N060938,SKYLINE HIGH SCHOOL,F08013,22,CO,14500,"Boulder, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N060950,LOVELAND HIGH SCHOOL,F08069,13,CO,22660,"Fort Collins-Loveland, CO",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
N060962,MEAD HIGH SCHOOL,F08123,41,CO,24540,"Greeley, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N061040,LEWIS PALMER HIGH SCHOOL,F08041,21,CO,17820,"Colorado Springs, CO",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
N061041,PALMER RIDGE HIGH SCHOOL,F08041,21,CO,17820,"Colorado Springs, CO",N,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N061135,PAGOSA SPRINGS HIGH SCHOOL,F08007,41,CO,N,Non_CBSA,N,N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N061152,CHAPARRAL HIGH SCHOOL,F08035,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
N061159,LEGEND HIGH SCHOOL,F08035,21,CO,19740,"Denver-Aurora-Centennial, CO",216,"Denver-Aurora-Greeley, CO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N061165,PEYTON HIGH SCHOOL,F08041,42,CO,17820,"Colorado Springs, CO",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N061167,FALCON HIGH SCHOOL,F08041,41,CO,17820,"Colorado Springs, CO",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N061203,PUEBLO WEST HIGH SCHOOL,F08101,31,CO,39380,"Pueblo, CO",444,"Pueblo-Cañon City, CO",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N061310,STEAMBOAT SPRINGS HIGH SCHOOL,F08107,33,CO,44460,"Steamboat Springs, CO",N,N,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N061470,WINDSOR HIGH SCHOOL,F08123,21,CO,24540,"Greeley, CO",216,"Denver-Aurora-Greeley, CO",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N070008,AVON HIGH SCHOOL,F09110,21,CT,25540,"Hartford-West Hartford-East Hartford, CT",405,"New Haven-Hartford-Waterbury, CT",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N070076,BRISTOL EASTERN HIGH SCHOOL,F09140,21,CT,47930,"Waterbury-Shelton, CT",405,"New Haven-Hartford-Waterbury, CT",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N070085,BROOKFIELD HIGH SCHOOL,F09190,22,CT,14860,"Bridgeport-Stamford-Danbury, CT",408,"New York-Newark, NY-NJ-CT-PA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N070136,QUINEBAUG MIDDLE COLLEGE HIGH SCHOOL,F09150,NA,CT,39480,"Putnam, CT",405,"New Haven-Hartford-Waterbury, CT",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
N070170,EAST HARTFORD HIGH SCHOOL,F09110,13,CT,25540,"Hartford-West Hartford-East Hartford, CT",405,"New Haven-Hartford-Waterbury, CT",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
N070177,EAST LYME HIGH SCHOOL,F09180,41,CT,35980,"Norwich-New London-Willimantic, CT",405,"New Haven-Hartford-Waterbury, CT",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N070186,FAIRFIELD WARDE HIGH SCHOOL,F09120,21,CT,14860,"Bridgeport-Stamford-Danbury, CT",408,"New York-Newark, NY-NJ-CT-PA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N070215,GLASTONBURY HIGH SCHOOL,F09110,21,CT,25540,"Hartford-West Hartford-East Hartford, CT",405,"New Haven-Hartford-Waterbury, CT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N070342,LEDYARD HIGH SCHOOL,F09180,41,CT,35980,"Norwich-New London-Willimantic, CT",405,"New Haven-Hartford-Waterbury, CT",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
N070373,EAST CATHOLIC HIGH SCHOOL,F09110,NA,CT,25540,"Hartford-West Hartford-East Hartford, CT",405,"New Haven-Hartford-Waterbury, CT",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N070424,JOSEPH A FORAN HIGH SCHOOL,F09170,21,CT,35300,"New Haven, CT",405,"New Haven-Hartford-Waterbury, CT",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N070465,NEW CANAAN HIGH SCHOOL,F09190,21,CT,14860,"Bridgeport-Stamford-Danbury, CT",408,"New York-Newark, NY-NJ-CT-PA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N070545,NEW MILFORD HIGH SCHOOL,F09190,22,CT,14860,"Bridgeport-Stamford-Danbury, CT",408,"New York-Newark, NY-NJ-CT-PA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N070905,NOTRE DAME HIGH SCHOOL,F09170,NA,CT,35300,"New Haven, CT",405,"New Haven-Hartford-Waterbury, CT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
N070965,AMITY REGIONAL HIGH SCHOOL,F09170,41,CT,35300,"New Haven, CT",405,"New Haven-Hartford-Waterbury, CT",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
N080050,SUSSEX CENTRAL SENIOR HIGH SCHOOL,F10005,41,DE,42580,"Seaford, DE",N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
